step,episode_index,episode_return,episode_length,fps,model_loss,recon_loss,reward_loss,continue_loss,kl_loss,dynamics_kl_loss,representation_kl_loss,actor_loss,value_loss,repval_loss,slowreg_loss,imagined_return,value_pred,return_norm_mean,return_norm_std,adv_norm_mean,adv_norm_std,entropy,num_updates,train_budget
7800.0,15.0,1.0,300.0,1.8848766349201742,1.6131576299667358,0.0006376808159984648,0.5124228596687317,9.71103654592298e-05,1.0,1.0,1.0,4.852442264556885,2.8520030975341797,3.4285030364990234,0.00017513203783892095,8.591712951660156,8.661916732788086,8.944959035890843,0.1580687029585461,-0.05128898529131525,0.10087768097612332,0.5425933003425598,1.0,0.0
8000.0,15.0,1.0,500.0,1.9132131696370487,1.4741017818450928,0.0005666846409440041,0.37331122159957886,0.00022390673984773457,1.0,1.0,1.0,-22.33700942993164,3.4289183616638184,3.5091302394866943,0.0003316024667583406,8.409090042114258,8.333663940429688,8.503093238368079,0.1498436897950785,-0.013455271711277812,0.1033031678175336,0.5438307523727417,1.0,0.0
8200.0,16.0,1.0,200.0,1.9413672554322468,1.3716055154800415,0.0004071708535775542,0.2710333466529846,0.00016497889009770006,1.0,1.0,1.0,5.728631019592285,2.842141628265381,3.2484512329101562,0.0010056013707071543,8.063560485839844,8.097835540771484,8.286017277348124,0.1578719836184886,-0.009599969536651978,0.12076300082715886,0.5437410473823547,1.0,0.0
8400.0,16.0,1.0,400.0,1.9662472005768217,1.414116621017456,0.0005329642444849014,0.3134685158729553,0.00011505612928885967,1.0,1.0,1.0,-2.9790937900543213,2.701162576675415,3.2114667892456055,0.00027422542916610837,7.6789350509643555,7.666456699371338,7.855791466469001,0.16537190432744553,-0.0015012290077830578,0.11258858688833044,0.5452619791030884,1.0,0.0
8500.0,16.0,1.0,500.0,1.9791877330112646,1.4289571046829224,0.0006553785642609,0.3277744650840759,0.0005272302660159767,1.0,1.0,1.0,1.540462851524353,2.626673460006714,3.5035622119903564,0.0002946792810689658,7.481964588165283,7.4791412353515625,7.658895270524137,0.16660817841956285,0.007335241742276963,0.10484394152603278,0.5433802008628845,1.0,0.0
8600.0,17.0,1.0,100.0,1.9923589853745503,1.499091625213623,0.00039694999577477574,0.3985522985458374,0.0001423477369826287,1.0,1.0,1.0,-28.436559677124023,3.476433277130127,3.1617560386657715,0.0010133199393749237,7.263914585113525,7.1374616622924805,7.411709160326487,0.18653862971523877,-0.00536420574119541,0.11889547889206178,0.5420982837677002,1.0,0.0
8800.0,17.0,1.0,300.0,2.0201890877282924,1.6973350048065186,0.0005294454167596996,0.5967017412185669,0.00010378952720202506,1.0,1.0,1.0,39.344852447509766,2.7624759674072266,3.7117817401885986,0.03149629384279251,6.37465763092041,6.551168441772461,6.783874306013144,0.2448524498855563,0.0157302573535472,0.1285187210453684,0.5429853796958923,1.0,0.0
9000.0,17.0,1.0,500.0,2.047846149225182,1.4475085735321045,0.00032003960222937167,0.34712302684783936,6.546167423948646e-05,1.0,1.0,1.0,16.07537078857422,2.4967763423919678,3.1045706272125244,0.030836232006549835,5.75059700012207,5.8197808265686035,6.063267471624312,0.25516510438202195,0.013389995951770378,0.1318678824516518,0.5438445210456848,1.0,0.0
9200.0,18.0,1.0,200.0,2.074761894894887,1.612856388092041,0.0004112516180612147,0.4741344451904297,0.038310762494802475,1.0,1.0,1.0,-16.932294845581055,3.7099804878234863,4.037429332733154,0.001084971590898931,6.1521172523498535,5.988344669342041,6.005746219907365,0.2818119462874716,0.042782663721226986,0.19558128968875269,0.5438107252120972,1.0,0.0
9400.0,18.0,1.0,400.0,2.1006308903494557,1.420192837715149,0.00044772657565772533,0.31959712505340576,0.0001479961210861802,1.0,1.0,1.0,5.655284881591797,2.6791675090789795,3.2765936851501465,0.0009477994753979146,5.972315788269043,5.971768379211426,5.965021082804604,0.28024166059960753,0.03666090920975643,0.1698982027676574,0.5422247648239136,1.0,0.0
9500.0,18.0,1.0,500.0,2.112258906829672,1.4550647735595703,0.0004498589551076293,0.35451042652130127,0.00010445161024108529,1.0,1.0,1.0,5.5099639892578125,2.4079720973968506,3.069380283355713,0.0005826586275361478,5.521210670471191,5.540218830108643,5.769836377547425,0.2696838993828366,0.011738641630354745,0.15852338690315385,0.5407558679580688,1.0,0.0
9600.0,19.0,1.0,100.0,2.1238015752139727,1.287987232208252,0.00035076815402135253,0.18746066093444824,0.00017576990649104118,1.0,1.0,1.0,-9.326390266418457,2.36191463470459,2.6013481616973877,0.002701234072446823,5.292836666107178,5.234443664550781,5.504015851079222,0.25707434987145583,0.008043648911572207,0.1358464924526657,0.5418227314949036,1.0,0.0
9800.0,19.0,1.0,300.0,2.147313617502468,1.328752040863037,0.00037240597885102034,0.22833555936813354,4.40060393884778e-05,1.0,1.0,1.0,-6.595190048217773,2.2707719802856445,2.919445753097534,0.001692719990387559,4.7326340675354,4.672842025756836,4.935636451801754,0.288333585807081,0.019372307381429445,0.15332484184334746,0.5427148342132568,1.0,0.0
10000.0,19.0,1.0,500.0,2.169835978490201,1.4222257137298584,0.0005119361449033022,0.32169586420059204,1.781469109118916e-05,1.0,1.0,1.0,-5.825206756591797,2.221515417098999,2.799553871154785,0.0009286084678024054,4.146794319152832,4.103531837463379,4.355708645009419,0.27221865352249275,0.01566289968530282,0.1275262233243941,0.5424659848213196,1.0,0.0
